TCGA.33.A5GW.01,7949.937498,15884.04431,8014.7260590000005,10856.921059999999,1645.512176,787.137037,855.7366900000001,43.094653,14556.611719999999,535.311818,469.057453,1653.42752,5225.886343,94.104651,69882.2314,33.420343,9.087988000000001,448.82935,74.16971,15210.94686,19369.7275,12.312758,2.931609,385.213433,292.281425,16.710172,2496.851452,160.359017,1.465805,105.831088,63.322756000000005,11.726436,17.882815,19.34862,9.087988000000001,1888.542568,43.680975,19.34862,63.322756000000005,33.127183,26.970803999999998,5.570057,69.479135,746.973993,3632.84997,413.063719,22864.79184,43.680975,1151.5360460000002,4.690575,83.84402,1013.457258,21065.07703,135.147179,770.426866,144.52832800000002,2682.422306,222.215968,2.345287,199.05625600000002,292.574586,435.637109,434.171304,20.521264000000002,1093.197025,1259.126099,848.993989,389.024525,34.886148,51764.00781,13466.05314,84.430341,718.537385,1.172644,19.34862,490.45819900000004,238.92614,97.915743,191.727234,73.876549,94.690973,17.589654,243.909875,366.451135,3.811092,518.0153240000001,757.527786,803.5540480000001,34.299826,9.381149,209.023727,2609.42524,3510.3087100000002,32834.02168,125531.5007,29687.81881,904.9877220000001,12.605919,284211.8779,3084.639072,10.553792999999999,47.198906,46.026263,53882.6817,928.7337560000001,309.577919,374.07331800000003,1193.458056,33.127183,3432.62107,2016.947046,33.127183,2259.977438,11344.74081,1277.5952359999999,849.5803109999999,2357.600021,2984.0848809999998,4722.822225,8.794827,2123.950777,199.05625600000002,233.942404,965.965191,26.384482000000002,118.73016799999999,0.879483,19139.009869999998,436.516592,1600.0722349999999,8396.714722,12411.26019,7.915344999999999,31.368216999999998,383.74762799999996,3.22477,47.492067,26.384482000000002,9.967471000000002,19.055459,91.759364,5.570057,531.793887,68.599652,28.143447,27.557125,141.01039699999998,7.329022999999999,257.981599,108.176375,45.733102,660.7846860000001,6.742700999999999,7.035862,31.954539,14.951205999999999,51.009997999999996,48.957871999999995,27.557125,0.293161,2.052126,1148.897598,65.081722,4664.483204,1105.802944,3.517931,109.055858,10.260632000000001,4.397414,4.690575,9.087988000000001,304.594183,18.469137,415.702167,621.207964,3.811092,3.811092,5.276896,314.854815,576.6475059999999,22.280229000000002,318.372746,45.439941,60.97746899999999,0.293161,11.433275,200.2289,7.622184,36.058792,9.381149,3.22477,68.892813,3.517931,1.465805,606.843079,97.622582,156.547925,17.003332999999998,192.020395,61.563791,52.182642,15.537528,47.198906,102.01999599999999,9.381149,86.77562900000001,14.071724,4.690575,60.391147,38.404078999999996,8.208505,24.332355,521.240094,31.954539,3.22477,2.931609,34.299826,28.143447,3.811092,8699.256778,8750.266776,802.381405,10159.491259999999,77.10131899999999,20258.29821,5.863218,55.114251,105.831088,264.137978,7668.209865999999
TCGA.33.AAS8.01,4727.354769,9462.932858,4817.178726,10624.74039,1312.77925,940.832158,1070.085881,17.500912,7900.291190000001,545.269377,544.215105,4190.097858,12015.7466,37.742931,21712.7278,18.133475,12.229553,1357.902083,109.011705,16039.269519999998,14832.760859999999,23.404834,2.741107,520.177708,732.718904,37.532076,4575.750483,349.59653,6.325631,223.08391400000002,172.268013,25.935086,13.705532999999999,27.200213,19.609455999999998,2416.390975,110.276831,72.955609,124.404073,95.30617099999999,32.471571999999995,23.19398,31.206445000000002,708.048944,1864.7959670000002,2475.851904,60099.18589,539.154601,1448.991167,8.22332,156.032227,1042.042251,41657.44179,190.19063300000002,604.3085980000001,673.468828,3163.026266,938.51276,5.903922000000001,305.738823,189.13636200000002,752.1175049999999,966.978099,38.164639,1348.4136369999999,2747.2214670000003,1390.795364,798.505464,108.80085,30321.067939999997,22964.14843,151.81513999999999,241.006534,9.277592,41.749163,416.437363,409.05746,140.007296,507.104738,63.888870999999995,77.80525899999999,32.049863,782.0588240000001,425.92580899999996,11.386135000000001,1200.60473,1986.669787,2539.740776,36.26695,14.548951,211.48692400000002,604.730307,366.88658799999996,6925.722334,5694.543721999999,18937.88441,483.699904,18.133475,375479.1138,4408.332121,44.068560999999995,13.494679000000001,222.029642,103656.8472,558.5532019999999,141.272422,846.3694039999999,342.427482,99.312404,5656.800791,1983.506972,41.538309000000005,5115.115938,10652.362309999999,2956.8107010000003,898.4504310000001,5732.075798,5988.685555,8507.762603,18.555184,8874.016628,494.031767,529.033591,2566.308425,64.521434,79.28124,5.2713589999999995,18521.44705,623.496345,468.51839,5568.452814,7647.4768109999995,7.590757000000001,106.481452,306.371386,11.175281,97.625569,36.477804,24.880815,88.558832,120.819549,17.711766,372.36880099999996,84.34174399999999,178.382789,22.139708,118.289296,40.273183,200.100788,77.80525899999999,52.081027,451.228332,19.187747,13.916388000000001,14.338097,22.561417000000002,56.930677,49.972484,12.862116,20.242019,4.217087,969.297497,106.90316100000001,2539.95163,426.769226,5.2713589999999995,273.478106,27.200213,10.121008999999999,3.5845239999999996,10.753572,234.891758,99.312404,329.14365699999996,157.719062,4.427942,1.6868349999999999,17.711766,4801.786357999999,334.204162,16.44664,300.045755,88.347977,587.2293950000001,1.897689,25.724232,162.779567,4.427942,39.008057,19.609455999999998,5.482213,94.462754,7.801611,7.379903,1172.982809,228.776981,125.03663600000002,11.807844000000001,271.158708,73.16646300000001,113.439646,40.694891999999996,53.135298999999996,143.802674,9.910155,174.165702,52.291881,21.29629,69.792793,23.826543,19.187747,30.995590999999997,669.884304,79.070385,8.855883,10.121008999999999,46.809668,41.749163,10.542717999999999,3345.626143,3375.1457530000002,405.262081,14946.833069999999,104.37290899999999,8259.376166,16.657495,88.769686,81.600638,429.08862400000004,23235.9397
TCGA.33.AASB.01,4573.780186,9125.101667,4690.342720000001,9914.497298,588.566552,982.614735,1041.0816109999998,14.663120999999999,5520.38675,516.178991,515.993382,5095.341842,6322.403802000001,13.549467000000002,10699.80953,18.189695,18.560913,910.041565,77.399007,13672.710969999998,1051.290113,37.493044,12.250202999999999,580.028532,584.297542,10.57972,3921.735312,637.010535,1.856091,135.680274,116.005706,60.508576,6.867538000000001,43.618146,20.973832,3117.305341,103.56989499999999,27.470151,211.22319,234.79555,65.705632,46.773501,59.394921999999994,465.32208899999995,1364.412716,2177.380706,35174.22943,18.932131,1734.7029309999998,1.299264,143.47585800000002,675.246016,40056.30639,186.72278500000002,269.875675,343.376891,4263.256111,298.64509,6.867538000000001,215.30659100000003,158.881415,567.407111,598.5894450000001,22.087486,2410.3201649999996,2534.307064,1082.1012289999999,641.093936,127.88469099999999,33139.76776,26126.89799,74.429261,280.641005,10.57972,92.062129,313.49382099999997,370.847042,257.439864,375.30166099999997,57.910049,64.963196,30.625506,410.010569,249.64427999999998,9.651675,1519.953167,2561.405997,3224.958637,73.129997,22.644314,322.95988700000004,423.56003499999997,275.25834,5170.142321,37941.29035,1297.40782,628.843733,28.583806,395698.0629,2395.657043,72.944388,10.208502000000001,51.599338,127874.8534,310.524075,85.565809,500.587824,45.659846,48.629591999999995,4095.6510670000002,1118.1094,30.439897,3292.70597,6657.242672,2325.86801,1452.3914439999999,4115.696853,2706.923555,4091.382057,5.197056,15799.60599,873.8477849999999,879.7872769999999,2709.150864,22.829923,39.534745,6.867538000000001,6402.401336999999,954.773366,318.690877,7255.2752900000005,6553.30156,2.412919,96.887966,471.26158200000003,11.693375,99.115276,13.735076000000001,82.410454,60.694186,223.10217400000002,34.15208,410.38178700000003,77.584616,215.4922,17.447257999999998,207.511008,66.07685,200.829079,2.9697459999999998,47.701546,336.509353,16.519213,7.053147,11.878983999999999,11.693375,59.209313,51.228120000000004,5.568274,10.208502000000001,6.681928999999999,637.381753,126.77103600000001,8717.318408,140.506112,2.412919,545.876452,38.42109,21.530659,2.9697459999999998,22.829923,201.385906,150.71461399999998,108.024514,171.874055,7.981192999999999,4.083401,22.458705,155.911669,48.443983,6.125101,315.535521,75.542916,32.11038,7.609974,30.254288,144.775122,9.466066,38.977917,18.189695,7.981192999999999,109.323778,9.837284,11.693375,805.543625,267.833975,132.52491899999998,7.424364999999999,2628.2252829999998,107.653296,98.744057,34.708907,36.750608,147.002431,10.394111,142.733421,62.550277,43.618146,48.258373999999996,18.746522,18.004085999999997,37.678653000000004,152.013878,98.372839,18.932131,27.470151,20.788223000000002,24.314795999999998,18.560913,11567.16099,11514.633609999999,610.839647,26254.59707,133.081746,4044.608556,5.382665,85.565809,102.641849,211.22319,28745.285989999997
TCGA.33.AASD.01,6229.881146,12357.3382,6256.31317,22203.45059,1247.6282310000001,544.059155,624.0894490000001,8.443563000000001,3509.952483,373.719446,438.88172699999996,1311.322066,7272.661193000001,16.703571,16723.94523,18.539128,10.646232000000001,926.222164,54.699605000000005,18375.94671,7414.549764,28.451137,15.418681,439.065283,520.747578,31.75514,1283.788708,895.568359,12.665345,134.362787,114.35521399999999,36.160477,8.627119,11.564010000000001,17.621349,1709.4544230000001,123.165888,92.695639,68.466284,247.80022200000002,9.361342,60.940498999999996,15.602235999999998,588.8467509999999,2493.60446,1160.255708,47835.905589999995,137.66679,1152.546368,1.6520009999999998,80.030294,528.273363,11148.44023,128.489004,1186.32062,93.246306,3217.364665,572.326736,16.336459,123.165888,155.47169499999998,343.432753,477.97909599999997,14.317345999999999,995.606227,1604.827662,952.470632,290.56870499999997,83.884964,17832.43822,13484.92099,124.63433400000001,222.10242200000002,3.6711139999999998,27.533358000000003,219.532641,236.419768,149.781468,676.219273,40.932926,42.768483,11.380455,252.389115,553.236941,9.177786,2325.834531,4124.864146,5736.666925,35.976921000000004,15.418681,142.622795,1975.426662,997.441784,9434.029799,24315.0756,20974.17793,322.87451200000004,35.426254,437760.9359,4747.301593,48.458709999999996,1.468446,27.349802,148183.6152,481.466654,127.38767,59.104942,214.76019300000002,219.349086,5455.826673,1730.379775,44.971151,2879.805695,9170.076673,1708.353089,795.530492,4466.277786,4382.943489,5307.513651,3.6711139999999998,4800.716308,309.6585,307.272276,1223.949543,22.210242,38.179590000000005,1.6520009999999998,10763.340329999999,293.505597,325.627848,3745.2709159999995,7688.598454999999,7.892896,24.412910999999998,460.174191,8.99423,143.540573,109.215654,39.46448,58.73783,55.250271999999995,22.393798,187.22683500000002,67.732061,157.307252,13.583123,118.209884,51.579157,148.863689,229.628206,41.483593,369.314109,32.672918,8.99423,8.443563000000001,11.931122,54.33249300000001,55.800939,4.772449,2.5697799999999997,8.810675,1449.906634,96.91741999999999,78.561848,636.571238,5.1395599999999995,659.515703,78.378293,20.007573999999998,3.120447,27.716914000000003,114.35521399999999,115.823659,78.378293,303.601161,7.709339999999999,3.4875589999999996,9.544897,851.5149859999999,542.407153,6.975117,1423.2910550000001,65.89650400000001,174.56149,4.588893,10.095564999999999,167.953484,4.588893,30.47025,9.177786,5.873783,58.921386,13.216012,13.583123,744.318446,145.009019,165.56726,38.546701,246.51533199999997,101.68986899999999,61.124055000000006,37.628923,7.892896,186.676168,6.791562,154.186805,29.919582000000002,29.919582000000002,32.856474,16.152903,18.539128,21.843131,536.900482,124.08366699999999,21.108908,5.323116000000001,37.261811,23.311576000000002,24.045799,377.023449,379.22611800000004,274.782913,14674.912719999998,90.676526,4892.677724,18.722683,36.160477,54.33249300000001,501.107116,15211.446090000001
TCGA.33.AASI.01,3604.4684039999997,7145.653052,3633.0287700000003,11909.52197,514.236891,487.780974,805.5526160000001,16.384631,4466.690798,558.580616,568.952538,6484.555757,10688.4912,29.311953999999997,14778.335490000001,16.835584,20.593526,1075.673544,90.491262,14645.003680000002,6387.901468999999,32.769261,57.421366000000006,412.922754,445.692015,6.313344,4295.027971,731.445984,3.156672,96.50397099999999,75.910444,64.03534499999999,5.561755000000001,22.547657,7.816521000000001,1676.042483,144.305003,55.617553,105.823669,210.59511400000002,82.97537700000001,42.389595,35.625298,922.048842,1804.263491,4648.424911,67898.66061,20.593526,1548.5730640000002,3.006354,322.431491,524.458495,116037.3065,219.614177,69.897736,1983.141568,2710.979927,334.30658999999997,11.424146,1043.204918,146.559769,271.774422,661.5482480000001,21.946385999999997,747.980932,2468.6677760000002,730.844713,667.260321,123.561159,11451.95485,7989.236048999999,74.85821999999999,212.549244,4.810167,23.599881,335.50913199999997,310.556392,80.720611,50.506751,51.108022,56.218824,51.859609999999996,395.034946,181.433478,9.620334,1072.667189,1911.890973,2639.87965,22.848292,6.9146149999999995,130.325456,596.1600440000001,323.93466800000004,6742.200315000001,17745.90775,13854.933790000001,258.546464,55.1666,392651.6585,246.22041099999998,37.278791999999996,25.704329,51.558975,93639.96744,639.000592,166.40170700000002,314.61497,24.201152,38.78197,3159.077025,759.856032,16.685266,2179.7571350000003,8333.162973,4005.2154229999996,1340.383034,3461.6665780000003,1574.728346,3127.059353,3.90826,23171.02428,1166.615759,1195.47676,10002.290840000001,21.04448,36.827839000000004,6.613979,14996.14585,524.6088129999999,386.31651899999997,4736.51109,10860.60498,2.254766,75.158856,348.737091,9.319697999999999,74.407267,24.351469,134.985305,56.669777,323.634033,24.501787,315.96783,75.459491,30.514495,16.534948,217.359411,62.983121,222.01926,9.620334,58.92454300000001,527.314532,12.175735000000001,10.973192999999998,12.326052,17.436854999999998,11.123511,9.620334,10.822875,2.8560369999999997,6.613979,790.671163,88.236497,527.46485,253.28534399999998,5.26112,471.696979,40.285146999999995,16.234313,4.6598489999999995,18.789714,102.51667900000001,157.833597,207.288124,126.56751299999999,15.182089000000001,6.9146149999999995,12.927323,131.37768,37.278791999999996,8.117156,134.534352,65.237887,46.297855,6.613979,36.226568,120.40448700000002,4.810167,26.155282,11.273828,5.712073,67.943606,6.613979,4.6598489999999995,645.1636179999999,260.199959,55.767871,12.175735000000001,896.043878,70.649324,71.100278,33.220214,13.077641,532.575652,13.077641,126.266878,36.376886,27.808777000000003,48.101668,20.142573000000002,8.117156,27.057188,116.49622600000001,35.324662,15.332407,18.639395999999998,24.652105,29.462271,19.541301999999998,1107.089945,1112.05043,223.52243700000002,9444.161179,104.170174,5319.14254,9.470016000000001,28.109412,59.826449,239.305797,20153.99749
TCGA.33.AASJ.01,6151.967952,12364.16396,6138.124062,10178.9701,636.533513,792.955201,557.894507,16.412860000000002,10102.61463,596.714488,594.57368,5670.000761,15504.87169,71.50298000000001,20449.138619999998,15.128375,27.402340000000002,985.627901,90.484809,18381.261019999998,5371.857597,42.102553,5.994262,253.043479,458.70374699999996,9.847716,1857.6502690000002,580.301628,4.2816160000000005,225.35569900000002,188.961967,20.694475,12.987567,9.419554,11.560362,1297.472234,96.764512,79.92349,95.194586,111.322004,19.980873000000003,41.531671,19.124549,1281.344815,2621.2050440000003,2362.738184,70576.5809,149.713824,1403.941741,2.997131,204.23306200000002,668.5029089999999,44321.85703,145.86037,82.777901,999.6145119999999,2745.086454,443.28993099999997,6.136982,346.525419,232.63444500000003,747.141915,1040.7180210000001,35.537409000000004,2419.8263920000004,1765.0246530000002,542.7661320000001,251.75899500000003,109.038476,5974.851788,5439.9352850000005,151.854632,252.472597,5.5661,54.091077,298.856766,444.859856,199.095123,76.070036,91.626573,103.900537,49.238579,150.85558799999998,389.198854,5.5661,2134.099914,3633.378961,4869.766813,66.935923,38.962702,221.50224500000002,2725.676463,1376.6821220000002,8808.567684,21163.31209,11116.50119,1096.807185,62.368867,481039.9359,2320.492911,39.248143,15.413816,69.362172,73572.14187,276.021483,61.369823,185.679395,234.204371,26.117855,4017.297156,1569.069381,26.117855,3513.065564,7029.699141,3131.288177,499.52181500000006,3415.444729,4019.0098020000005,3275.29318,6.707864,9749.238622,647.380272,646.6666700000001,6896.969059,29.828588,38.106378,7.849628999999999,5485.605850999999,334.822337,261.035828,4037.135308,7529.934558,6.993305,71.07481800000001,233.776209,5.851541,75.213713,18.553667,23.263445,35.251968,150.85558799999998,16.55558,190.389172,39.961745,134.87089,24.262488,170.265579,22.692562,146.716693,59.229015000000004,35.82285,328.685354,18.553667,12.273964999999999,9.419554,11.845803,8.135069999999999,10.704039,9.419554,4.709777,6.422423,645.810346,64.509674,280.017657,1188.861919,7.421467,351.37791699999997,71.360259,18.125506,7.278746000000001,13.130288,246.05017400000003,82.777901,163.12955300000002,368.218938,3.853454,2.71169,13.130288,766.551905,597.14265,9.562275,325.973664,44.243361,145.432208,3.1398509999999997,22.692562,132.444641,3.282572,20.979916,14.129331,5.7088209999999995,35.394689,4.709777,3.853454,739.720448,231.492681,60.228058999999995,11.703083,146.431252,36.536453,105.755904,34.823807,23.834327,225.49841899999998,6.136982,151.141029,51.093946,14.129331,62.797028000000005,14.700213,7.706908,43.95792,853.8968619999999,65.93688,11.417641,10.133157,81.77885699999999,14.414772,13.558449,1296.47319,1306.3209060000002,676.067096,20848.89879,81.636137,6966.188509999999,16.983742000000003,24.69065,48.667697,291.72074,5811.864956
TCGA.33.AASL.01,5698.810225,11286.295059999999,5679.939622999999,7801.374962999999,535.411467,570.472822,1181.143378,21.438791000000002,11626.52421,429.669098,495.325395,412.696722,5632.483966,32.604828000000005,23199.22811,8.486188,10.607735,960.61415,91.89648299999999,9615.074328,11404.87838,8.709508999999999,3.01483,327.053219,125.84123500000001,8.709508999999999,1683.838356,345.142199,1.563245,77.938937,62.306486,8.151207000000001,2.9031700000000003,26.575167999999998,5.024717,1328.200083,98.819426,24.565281,73.80750400000001,108.42221799999999,45.222449,13.622565,15.744112,728.9188849999999,1713.763335,3238.374006,24337.27059,84.08025699999999,479.02298099999996,5.248037,515.759242,1124.0849289999999,18875.850309999998,176.088401,378.305328,1727.1625789999998,2335.041625,734.055262,6.587961999999999,377.63536600000003,266.421639,458.589133,824.27684,19.875546,782.8508429999999,1812.13612,224.54900099999998,253.24571600000002,68.447806,19001.02158,10829.82748,105.96569,139.910442,4.019773000000001,41.872638,390.141327,765.543486,165.927308,46.674034000000006,178.321608,192.279154,18.08898,210.81477599999997,173.743533,14.627507999999999,697.653982,1213.524884,1651.56851,18.08898,7.257924000000001,72.132598,568.797917,319.906956,9291.259259999999,126206.25300000001,7261.608742,347.48706699999997,24.2303,457352.9413,1255.9558240000001,15.409131,3.5731319999999998,40.309393,89157.23109,394.161101,91.0032,1209.393451,187.031117,51.028788,3315.7546420000003,1149.208512,23.448677,2760.80261,10889.230790000001,1475.368449,511.181167,2182.6252219999997,1799.630159,4050.5915259999997,1.4515850000000001,6581.373778,421.18290999999994,432.46060700000004,1929.7144879999998,11.724339,64.874674,2.121547,9872.786459,577.060784,293.220128,9262.674206,4534.9742049999995,1.6749060000000002,44.105846,322.475144,3.684792,30.594941,5.359698000000001,55.718524,26.575167999999998,94.576332,8.932829,765.543486,28.808375,40.756034,46.115732,256.148885,10.161094,106.07735,250.565867,42.989242,273.456242,10.607735,8.151207000000001,10.384414,7.927886,12.505961,12.840942,8.932829,4.019773000000001,5.024717,573.7109730000001,65.87961700000001,104.737426,449.43298300000004,7.257924000000001,365.241065,49.242222,13.734225,7.369584,16.414074,174.190175,145.046819,172.515269,76.040711,2.233207,2.121547,11.389358,337.772615,289.312015,10.496075,174.190175,41.760978,62.194825,2.121547,7.369584,135.220706,6.699622,26.798488,9.937773,9.826112,26.798488,3.01483,2.6798490000000004,754.48911,195.405645,31.041582000000002,5.583018,131.75923500000002,34.279733,36.847922,5.806339,17.530677999999998,160.009308,5.1363769999999995,105.63070900000001,52.368713,10.272753999999999,44.775808000000005,15.520791000000001,9.379471,21.550451000000002,256.93050800000003,19.093923,8.039547,8.932829,24.900261999999998,9.602791999999999,14.292527,1853.338796,1827.768571,444.07328499999994,9017.244716,156.882818,9694.911492,7.034603,39.974412,61.636523,131.535914,13340.175879999999
TCGA.34.5231.01,16912.1319,34213.10175,17125.876819999998,41095.84276,29223.91655,524.5060679999999,992.1938650000001,21.258536,17950.70803,712.740743,661.720256,4027.9128450000003,10762.23062,40.970997,23333.36941,32.854102000000005,18.166386,1398.811686,87.739777,41691.46829,23651.860930000003,51.407006,37.492328,586.3490820000001,2110.7793920000004,579.005224,1210.5770109999999,580.937818,3.092151,225.72700299999997,159.632281,12.755122,17.779867000000003,19.712460999999998,44.063148,1602.893635,98.175786,59.910419999999995,76.530731,217.610108,10.822528,12.368603,13.141641,990.2612710000001,4656.392481,1750.543832,100002.0872,25.510244,506.33968200000004,3.4786699999999997,151.515386,745.594845,40172.83577,189.007713,93.151041,765.693825,9449.612631,235.00345499999997,13.528159,1065.245926,106.292681,591.760346,913.730541,35.173215,977.50615,1481.913237,547.6971980000001,406.231302,48.701374,58799.17872999999,30962.4783,67.64079699999999,219.92922099999998,9.662971,15.074235,498.995824,197.511128,357.529928,22.804612,42.517072999999996,50.633967999999996,48.314855,701.918216,291.435206,8.116896,661.333737,1195.889295,1511.6751880000002,14.301197,8.889933000000001,136.82766999999998,1835.1914579999998,778.062427,14822.99756,24926.98659,26387.64129,272.495783,25.896762,153080.4006,867.7347990000001,13.141641,20.098979999999997,46.382261,51069.18842,195.57853400000002,66.86776,224.953966,262.446293,26.283281,3845.0894329999996,1865.7264469999998,43.676629,3911.5706729999997,27478.78398,2392.1651079999997,578.2321870000001,3133.508246,3511.137154,3954.8607840000004,1.546075,8229.759168,199.830241,214.131438,3618.2028729999997,11.595564999999999,58.36434499999999,3.092151,15070.36962,383.04017200000004,247.372058,8700.152598,19751.49931,5.024744999999999,34.013658,1076.841492,8.889933000000001,59.523902,32.467583000000005,58.750864,84.261107,390.770549,24.350687,96.24319100000001,49.860931,66.09472199999999,19.325942,148.809754,14.687716,87.739777,143.011971,13.528159,455.31919500000004,6.1843010000000005,6.1843010000000005,18.552904,6.570819999999999,19.325942,26.6698,12.368603,20.485499,9.276452,1404.9959880000001,29.375432,1176.9498720000001,786.1793230000001,10.436009,779.995022,28.602394,12.755122,3.4786699999999997,20.872017,163.49747,86.58022,216.064032,129.483812,5.024744999999999,3.092151,5.411264,91.604965,241.18775699999998,23.577648999999997,189.007713,86.966739,19.712460999999998,1.159557,16.62031,426.716801,8.116896,77.303768,17.393348,6.1843010000000005,71.892504,27.056319000000002,25.123725,2201.997839,117.11520900000001,60.296939,13.141641,347.09391899999997,28.215875,71.119467,20.872017,29.375432,167.749177,14.687716,111.70394499999999,49.860931,16.62031,39.424921999999995,31.308026,7.730377000000001,40.584478000000004,221.088777,63.38909,11.982084,15.847272,62.616052,22.031574,12.755122,688.390056,705.010366,819.033425,30161.61126,146.87716,6779.540475,11.209046,27.442838000000002,101.654455,6195.897025,20961.6898
TCGA.34.5232.01,9135.128164,18206.49339,9095.638615,18166.27926,2405.601864,836.164021,790.877842,25.72255,19213.65802,973.1094289999999,877.827307,4229.004603,14780.322180000001,35.504365,16164.630119999998,31.88147,8.694946,978.1814810000001,85.138018,39436.29213,20804.83323,15.578446,55.06799399999999,570.968153,564.084654,44.92389,1309.314027,481.844952,2.5360259999999997,159.045063,109.7737,26.809418,4.347473,18.476761,21.737366,2315.391794,23.186524,45.28618,73.544756,164.841694,13.04242,12.317841,21.737366,1167.296567,2496.174224,8011.306329000001,94387.9917,61.226915000000005,830.36739,2.898315,778.9222900000001,709.000429,72724.17021,162.667957,451.77492800000005,8221.434202,6171.238276,566.258391,15.940735,2852.30474,106.87538400000001,547.781629,960.067009,27.171708000000002,347.79786,1287.93895,951.372063,324.973625,49.271363,23126.74624,12329.79642,72.095598,338.740624,4.347473,14.129288,493.07592400000004,323.886757,173.89893,32.606049,70.64644,68.83499300000001,41.300996000000005,254.68947400000002,206.14269,22.461945,584.372862,1029.264292,1403.50928,9.057236,1.086868,51.807390000000005,2378.430156,956.444115,9098.174641,52017.51742,13554.334719999999,77.892229,10.144103999999999,251900.9327,345.624123,13.04242,11.230972999999999,34.055207,54911.48544,523.508237,148.900959,452.86179699999997,132.235645,50.358232,2488.566145,982.8912439999999,23.186524,2417.557416,15288.25197,4659.766744,958.2555619999999,1986.070696,1629.2156,12239.94864,2.5360259999999997,20493.26432,450.325771,468.44024299999995,9228.961128,3.622894,21.375076999999997,9.419525,14998.78271,353.594491,351.783044,5117.700592,36557.90255,5.796631,51.082811,1394.089755,13.766998999999998,44.561601,31.519181,124.989856,81.877413,67.385835,17.752182,177.88411399999998,27.171708000000002,49.271363,32.968339,285.484077,24.635682,109.41141,138.756855,15.216156,620.601806,17.752182,11.593262,6.158919999999999,7.608078,27.171708000000002,19.20134,6.52121,31.519181,2.898315,2091.859211,61.226915000000005,2221.55883,1697.326014,17.027604,485.83013600000004,19.925919,11.955551,2.5360259999999997,7.608078,173.89893,91.659228,90.57235899999999,162.667957,4.709763,2.5360259999999997,7.608078,226.43089799999998,247.805975,14.129288,183.318455,141.65517,101.44104200000001,0.724579,10.506394,261.57297400000004,3.622894,82.23970200000001,13.404709,1.086868,59.415468000000004,42.750153999999995,45.648469,579.6631,135.85853899999998,66.298967,10.506394,984.702691,24.273392,80.42825500000001,13.766998999999998,17.027604,541.2604190000001,15.216156,147.81409,29.345444,13.404709,18.476761,28.258576,12.68013,83.68885999999999,204.693532,43.474732,15.578446,34.055207,44.199311,34.417497,5.796631,3083.807691,3053.013089,268.094184,9207.586051,118.46864599999999,2304.160822,17.027604,10.506394,87.674044,488.003872,20681.65482
TCGA.34.5234.01,4988.239417,9980.184412999999,5041.440952,15759.03569,1124.77573,566.821326,492.577393,22.101135,5241.806931,532.677058,767.4519889999999,8373.41866,10128.01057,33.350215999999996,12645.95186,8.337553999999999,5.823054,212.14442799999998,31.232742,46555.04844,10528.080820000001,3.440895,120.298993,836.402237,786.77394,8.602238,9822.961968000001,1313.363259,3.176211,46.716771,29.115268,33.747242,1.8527900000000002,14.95466,3.573237,789.0237559999999,117.255124,43.540559,78.081854,605.994595,46.187402,85.62535600000001,26.997794,1050.928823,1028.6953460000002,8186.816263,62391.9013,141.473733,2064.404825,5.293685,180.249976,1497.05413,127526.9902,224.849272,82.316802,1462.7775199999999,1855.9659760000002,372.146059,27.527162,532.544715,105.609017,94.359936,616.052597,9.263949,436.33199,1503.935921,1436.7061210000002,274.08054300000003,57.304141,11856.39874,5410.807826,64.318273,312.062733,4.102606,11.910791,381.674692,268.25749,106.40306899999999,69.611958,34.011926,41.290743,34.408953000000004,182.764476,111.035044,10.190344,3214.060874,5430.923829,6911.435193000001,29.90932,9.131607,116.990439,561.792325,321.459024,5878.901926,21505.06612,5518.2696320000005,139.091575,9.660975,300799.6244,1089.0433560000001,39.437954,43.540559,57.171797999999995,118754.163,174.426922,117.91683400000001,448.77215,85.62535600000001,87.213461,2640.225416,1115.644123,38.776243,1702.316768,5786.394779,1729.314562,758.452725,967.553284,1082.690934,4987.710048,9.528633000000001,5384.3394,313.650839,353.88284500000003,1316.9364970000001,18.924924,58.098193,6.881791000000001,27433.19932,224.584588,513.0904230000001,2875.2650320000002,17410.2684,1.985132,19.189608,579.790854,4.764317,31.762109999999996,22.101135,38.511559000000005,26.203741,105.873701,39.83498,764.6728049999999,54.260272,14.95466,24.483293,278.315491,24.086267000000003,152.987498,466.63833700000004,107.594149,286.52070299999997,23.292214,0.529369,23.159872,8.734580000000001,14.160607,12.837186,8.205212,9.925659,10.058002,802.257968,34.805979,5258.614381,287.314756,4.367290000000001,1003.815026,35.203006,28.585898999999998,3.573237,81.258065,111.564412,113.020176,240.33330099999998,53.466218999999995,8.734580000000001,4.631974,24.350951000000002,418.99517099999997,133.268521,11.910791,287.844124,98.85956800000001,151.796419,4.367290000000001,19.32195,242.583117,4.234948,66.96511600000001,11.778449,34.408953000000004,35.732374,30.306347,31.232742,607.185675,232.65745800000002,37.849848,18.395556,407.74609100000004,67.891511,70.538353,27.262478,13.895923000000002,332.575763,44.996323,70.538353,36.923453,18.527898,37.055795,21.571767,7.014133,18.263213,336.678369,24.615635,31.629768,6.087738,24.350951000000002,18.130871,15.219345,150.737682,147.296786,218.099824,5279.524437,73.979248,2692.3682129999997,7.278817,14.160607,46.187402,429.450199,46588.39865
