PatientID,TCGA.18.5592.01,TCGA.18.5595.01,TCGA.21.5782.01,TCGA.21.5783.01,TCGA.21.5784.01,TCGA.21.5786.01,TCGA.21.5787.01,TCGA.21.A5DI.01,TCGA.22.4593.01,TCGA.22.4605.01,TCGA.22.4609.11,TCGA.22.4609.01,TCGA.22.5471.01,TCGA.22.5472.11,TCGA.22.5472.01,TCGA.22.5473.01,TCGA.22.5474.01,TCGA.22.5477.01,TCGA.22.5478.11,TCGA.22.5478.01,TCGA.22.5479.01,TCGA.22.5480.01,TCGA.22.5481.01,TCGA.22.5482.01,TCGA.22.5483.11,TCGA.22.5483.01,TCGA.22.5485.01,TCGA.22.5489.01,TCGA.22.5491.01,TCGA.22.5492.01,TCGA.22.A5C4.01,TCGA.33.4587.11,TCGA.33.4587.01,TCGA.33.6737.11,TCGA.33.6737.01,TCGA.33.6738.01,TCGA.33.A4WN.01,TCGA.33.A5GW.01,TCGA.33.AAS8.01,TCGA.33.AASB.01,TCGA.33.AASD.01,TCGA.33.AASI.01,TCGA.33.AASJ.01,TCGA.33.AASL.01,TCGA.34.5231.01,TCGA.34.5232.01,TCGA.34.5234.01,TCGA.34.5236.01,TCGA.34.5239.01,TCGA.34.5927.01,TCGA.34.5928.01,TCGA.34.5929.01,TCGA.34.7107.11,TCGA.34.7107.01,TCGA.34.8454.11,TCGA.34.8454.01,TCGA.34.8455.01,TCGA.34.8456.11,TCGA.34.8456.01,TCGA.34.A5IX.01,TCGA.37.3783.01,TCGA.37.5819.01,TCGA.37.A5EL.01,TCGA.37.A5EM.01,TCGA.37.A5EN.01,TCGA.39.5019.01,TCGA.39.5022.01,TCGA.39.5024.01,TCGA.39.5027.01,TCGA.39.5040.11,TCGA.39.5040.01,TCGA.43.5668.01,TCGA.43.5670.11,TCGA.43.5670.01,TCGA.43.6143.11,TCGA.43.6143.01,TCGA.43.6647.01,TCGA.43.6770.01,TCGA.43.6771.11,TCGA.43.6771.01,TCGA.43.6773.11,TCGA.43.6773.01,TCGA.43.7656.01,TCGA.43.7657.11,TCGA.43.7657.01,TCGA.43.7658.11,TCGA.43.7658.01,TCGA.43.8115.01,TCGA.43.8116.01,TCGA.43.8118.01,TCGA.43.A474.01,TCGA.43.A475.01,TCGA.43.A56U.01,TCGA.43.A56V.01,TCGA.46.6025.01,TCGA.46.6026.01,TCGA.51.6867.01,TCGA.52.7622.01,TCGA.52.7809.01,TCGA.52.7810.01,TCGA.52.7811.01,TCGA.52.7812.01,TCGA.56.5897.01,TCGA.56.5898.01,TCGA.56.6545.01,TCGA.56.6546.01,TCGA.56.7221.01,TCGA.56.7222.11,TCGA.56.7222.01,TCGA.56.7223.01,TCGA.56.7579.11,TCGA.56.7579.01,TCGA.56.7580.11,TCGA.56.7580.01,TCGA.56.7582.11,TCGA.56.7582.01,TCGA.56.7730.11,TCGA.56.7730.01,TCGA.56.7731.11,TCGA.56.7731.01,TCGA.56.7822.01,TCGA.56.7823.11,TCGA.56.7823.01,TCGA.56.8082.11,TCGA.56.8082.01,TCGA.56.8083.11,TCGA.56.8083.01,TCGA.56.8201.11,TCGA.56.8201.01,TCGA.56.8304.01,TCGA.56.8305.01,TCGA.56.8307.01,TCGA.56.8308.01,TCGA.56.8309.11,TCGA.56.8309.01,TCGA.56.8503.01,TCGA.56.8504.11,TCGA.56.8504.01,TCGA.56.8622.01,TCGA.56.8623.11,TCGA.56.8623.01,TCGA.56.8624.11,TCGA.56.8624.01,TCGA.56.8625.01,TCGA.56.8626.01,TCGA.56.8628.01,TCGA.56.8629.11,TCGA.56.8629.01,TCGA.56.A49D.01,TCGA.56.A4BW.01,TCGA.56.A4BX.01,TCGA.56.A4BY.01,TCGA.56.A4ZJ.01,TCGA.56.A4ZK.01,TCGA.56.A5DR.01,TCGA.56.A62T.01,TCGA.58.8386.11,TCGA.58.8386.01,TCGA.58.8387.01,TCGA.58.8388.01,TCGA.58.8390.01,TCGA.58.8391.01,TCGA.58.8392.01,TCGA.58.8393.11,TCGA.58.8393.01,TCGA.58.A46J.01,TCGA.58.A46K.01,TCGA.58.A46L.01,TCGA.58.A46M.01,TCGA.58.A46N.01,TCGA.60.2697.01,TCGA.60.2703.01,TCGA.60.2704.01,TCGA.60.2709.01,TCGA.63.6202.01,TCGA.63.7020.01,TCGA.63.7021.01,TCGA.63.7022.01,TCGA.63.A5M9.01,TCGA.63.A5MB.01,TCGA.63.A5MG.01,TCGA.63.A5MH.01,TCGA.63.A5MI.01,TCGA.63.A5MJ.01,TCGA.63.A5ML.01,TCGA.63.A5MM.01,TCGA.63.A5MN.01,TCGA.63.A5MP.01,TCGA.63.A5MR.01,TCGA.63.A5MS.01,TCGA.63.A5MT.01,TCGA.63.A5MU.01,TCGA.63.A5MV.01,TCGA.63.A5MW.01,TCGA.63.A5MY.01,TCGA.68.7755.01,TCGA.68.7756.01,TCGA.68.7757.01,TCGA.68.8250.01,TCGA.68.8251.01,TCGA.68.A59I.01,TCGA.68.A59J.01,TCGA.6A.AB49.01,TCGA.70.6722.01,TCGA.70.6723.01,TCGA.77.6842.01,TCGA.77.6843.01,TCGA.77.6844.01,TCGA.77.6845.01,TCGA.77.7138.11,TCGA.77.7138.01,TCGA.77.7139.01,TCGA.77.7140.01,TCGA.77.7141.01,TCGA.77.7142.11,TCGA.77.7142.01,TCGA.77.7335.01,TCGA.77.7337.11,TCGA.77.7337.01,TCGA.77.7338.11,TCGA.77.7338.01,TCGA.77.7463.01,TCGA.77.7465.01,TCGA.77.8007.11,TCGA.77.8007.01,TCGA.77.8008.11,TCGA.77.8008.01,TCGA.77.8009.01,TCGA.77.8128.01,TCGA.77.8130.01,TCGA.77.8131.01,TCGA.77.8133.01,TCGA.77.8136.01,TCGA.77.8138.01,TCGA.77.8139.01,TCGA.77.8140.01,TCGA.77.8143.01,TCGA.77.8144.01,TCGA.77.8145.01,TCGA.77.8146.01,TCGA.77.8148.01,TCGA.77.8150.01,TCGA.77.8153.11,TCGA.77.8153.01,TCGA.77.8154.01,TCGA.77.8156.01,TCGA.77.A5FZ.01,TCGA.77.A5G1.01,TCGA.77.A5G3.01,TCGA.77.A5G6.01,TCGA.77.A5G7.01,TCGA.77.A5G8.01,TCGA.77.A5GA.01,TCGA.77.A5GB.01,TCGA.77.A5GF.01,TCGA.77.A5GH.01,TCGA.79.5596.01,TCGA.85.6175.01,TCGA.85.6560.01,TCGA.85.6561.01,TCGA.85.6798.01,TCGA.85.7696.01,TCGA.85.7697.01,TCGA.85.7698.01,TCGA.85.7699.01,TCGA.85.7710.11,TCGA.85.7710.01,TCGA.85.7843.01,TCGA.85.7844.01,TCGA.85.7950.01,TCGA.85.8048.01,TCGA.85.8049.01,TCGA.85.8052.01,TCGA.85.8070.01,TCGA.85.8071.01,TCGA.85.8072.01,TCGA.85.8276.01,TCGA.85.8287.01,TCGA.85.8288.01,TCGA.85.8350.01,TCGA.85.8351.01,TCGA.85.8352.01,TCGA.85.8353.01,TCGA.85.8354.01,TCGA.85.8355.01,TCGA.85.8479.01,TCGA.85.8481.01,TCGA.85.8580.01,TCGA.85.8582.01,TCGA.85.8584.01,TCGA.85.8664.01,TCGA.85.8666.01,TCGA.85.A4CL.01,TCGA.85.A4CN.01,TCGA.85.A4JB.01,TCGA.85.A4JC.01,TCGA.85.A4PA.01,TCGA.85.A4QQ.01,TCGA.85.A4QR.01,TCGA.85.A50M.01,TCGA.85.A50Z.01,TCGA.85.A510.01,TCGA.85.A511.01,TCGA.85.A512.01,TCGA.85.A513.01,TCGA.85.A53L.01,TCGA.85.A5B5.01,TCGA.90.6837.11,TCGA.90.6837.01,TCGA.90.7766.01,TCGA.90.7767.11,TCGA.90.7767.01,TCGA.90.7769.01,TCGA.90.7964.01,TCGA.90.A4ED.01,TCGA.90.A4EE.01,TCGA.90.A59Q.01,TCGA.92.7340.11,TCGA.92.7340.01,TCGA.92.7341.11,TCGA.92.7341.01,TCGA.92.8063.01,TCGA.92.8064.01,TCGA.92.8065.01,TCGA.94.7033.01,TCGA.94.7557.01,TCGA.94.7943.01,TCGA.94.8035.01,TCGA.94.8490.01,TCGA.94.8491.01,TCGA.94.A4VJ.01,TCGA.94.A5I4.01,TCGA.94.A5I6.01,TCGA.96.7544.01,TCGA.96.7545.01,TCGA.96.8169.01,TCGA.96.8170.01,TCGA.96.A4JK.01,TCGA.96.A4JL.01,TCGA.98.7454.01,TCGA.98.8020.01,TCGA.98.8021.01,TCGA.98.8022.01,TCGA.98.8023.01,TCGA.98.A538.01,TCGA.98.A539.01,TCGA.98.A53A.01,TCGA.98.A53B.01,TCGA.98.A53C.01,TCGA.98.A53D.01,TCGA.98.A53H.01,TCGA.98.A53I.01,TCGA.98.A53J.01,TCGA.J1.A4AH.01,TCGA.L3.A4E7.01,TCGA.L3.A524.01,TCGA.LA.A446.01,TCGA.LA.A7SW.01,TCGA.MF.A522.01,TCGA.NC.A5HD.01,TCGA.NC.A5HE.01,TCGA.NC.A5HF.01,TCGA.NC.A5HG.01,TCGA.NC.A5HH.01,TCGA.NC.A5HI.01,TCGA.NC.A5HJ.01,TCGA.NC.A5HK.01,TCGA.NC.A5HL.01,TCGA.NC.A5HM.01,TCGA.NC.A5HN.01,TCGA.NC.A5HO.01,TCGA.NC.A5HP.01,TCGA.NC.A5HQ.01,TCGA.NC.A5HR.01,TCGA.NC.A5HT.01,TCGA.NK.A5CR.01,TCGA.NK.A5CT.01,TCGA.NK.A5CX.01,TCGA.NK.A5D1.01,TCGA.NK.A7XE.01,TCGA.O2.A52N.01,TCGA.O2.A52Q.01,TCGA.O2.A52S.01,TCGA.O2.A52V.01,TCGA.O2.A52W.01,TCGA.O2.A5IB.01,TCGA.XC.AA0X.01
hsa-let-7a-1,5998.824696,5348.668096,3829.339596,4114.228785,5035.557137,4015.422861,4258.855065,4928.943949,7679.403313,5986.68626,11088.66218,8902.967001,3432.290711,8338.597949,5070.344748,3958.142971,4988.848859,4350.610607,8743.250056,3076.8856,5303.861182,6793.590553,9537.07261,5601.72981,9952.217591,10337.1811,3848.598657,5028.699827,3238.126964,4153.80341,7673.154802,12033.41118,6075.84159,9713.458607,6982.539617,5063.913497,6760.917151,7949.937498,4727.354769,4573.780186,6229.881146,3604.468404,6151.967952,5698.810225,16912.1319,9135.128164,4988.239417,9077.664427,11290.02312,4538.764504,5618.928401,9921.40604,8033.08889,7437.402012,10429.10002,8975.08508,15940.46701,12725.65862,6598.402689,6164.674635,12023.04357,1047.64254,6484.994277,5979.413475,7491.365608,9297.37135,9365.51869,9722.31505,7482.446535,11488.30301,6874.492211,4582.986307,8896.702837,4093.941106,8352.503674,7717.512256,6741.352262,12959.48081,7816.979534,8210.353762,6034.792055,7071.472149,6248.878,9584.566175,4296.469945,12673.08642,6274.267064,6409.074927,4537.807723,4595.329338,4784.027774,5601.259955,7048.062799,4775.882169,6914.64791,7485.839899,5074.663928,5658.661885,6719.917266,7812.583954,7234.676802,4661.371991,5958.587512,4999.429873,7045.461312,6945.924306,8699.503626,7617.002152,5873.876478,6185.445173,10862.4632,5602.622711,8560.918729,4665.915408,10636.99806,6600.436713,7976.623073,5797.830077,7489.350099,5295.413853,8483.700638,14506.34174,8008.392331,15718.60065,4686.078289,15925.6646,11379.54364,13829.99099,6181.366629,8555.447005,2835.994334,3137.466945,5984.089957,12313.91801,7206.111135,4596.789044,10333.72491,6358.608131,6476.517454,6661.557633,8685.245368,8441.005588,8325.239186,7660.288659,7631.160206,4189.563429,13450.1456,4857.366957,5507.616501,4687.45926,4808.958643,5336.993988,7894.665832,3737.950545,5442.887467,6782.579341,10881.60472,8407.971934,6363.461423,9404.423814,13215.14602,9333.606163,5418.548777,9486.762053,6667.826163,4726.629465,3147.361494,4436.980755,5395.784171,4345.603181,4803.666951,4304.550678,7862.167799,7927.968402,9411.818617,9312.326777,4842.565856,7148.379308,5722.491376,7920.075238,7612.200333,9899.937245,6958.48117,5786.490147,6392.180055,6334.552848,6666.261681,9595.569628,7507.549802,4727.622169,5623.997127,9896.433827,7898.906464,5282.973465,2965.046591,6289.53748,5115.918928,5372.009616,6492.259438,4965.995383,5389.851693,5766.549888,8693.606704,9679.300356,12150.18601,10883.48492,5590.724156,5649.548462,5060.570559,13821.09327,7424.431238,4414.449901,5058.931028,6542.374766,11877.00666,6030.725029,7445.634864,10836.64357,4972.437218,10689.76034,6984.349576,8293.777392,5817.74602,6211.178709,3615.263445,4863.098676,5210.782707,3515.586251,6666.370349,7493.742289,8268.254832,5275.34804,4880.347707,7145.839467,5411.937398,5996.504239,6833.1182,5924.517041,6942.215281,4607.033709,6893.297028,8388.885723,16659.72817,6463.932618,5559.655923,7272.027667,6785.744091,6306.246109,6069.686186,5742.048732,4902.046137,5287.834085,4917.90056,7213.897902,5703.486811,4991.770772,6041.139643,8038.252343,9525.482151,8201.170531,6578.698002,7522.460913,4256.981045,6105.810771,5131.574531,12220.3376,10829.44884,4558.098293,6647.622155,4058.905304,6325.57901,11280.03538,7627.904083,5774.986498,8450.631409,9684.161873,7716.277124,9319.30343,8684.854601,7142.00652,6305.815525,3652.446996,8221.762357,7115.133765,5463.035416,11931.72347,5757.044236,2145.044938,4402.795169,5565.368708,4355.168331,4890.096692,8922.51532,4235.119551,5472.128535,4912.462729,12454.70186,5829.52116,4658.000566,6310.789926,3188.887957,3627.503312,6605.967809,6780.937822,7057.359869,5554.758968,5115.136181,3410.304618,14502.76435,5365.329292,6253.394305,6341.936999,5143.65672,5194.169338,9885.175037,3675.606088,5834.74851,14293.65147,5023.675297,14498.72078,5381.993693,5182.702436,6741.873211,4944.961739,6145.407648,8139.110384,3410.457836,6596.628905,7052.226772,6998.82219,4824.036929,7300.619091,7284.442414,4725.899016,6713.722321,7951.824081,7532.336696,3150.143835,6951.621896,4733.022815,5004.734069,9136.748331,5249.424214,7067.076951,5340.803058,8557.782859,9980.764226,5859.817621,8869.082128,5625.995927,8765.120684,5038.140848,6622.73022,4950.914295,5843.973441,3536.016928,8790.500525,2665.307394,5961.584404,6929.890798,3824.541696,6880.880461,4960.942907,13149.79114,3925.082596,8485.52157,4941.089695,6209.209103,4956.157227,8413.39616,6238.208358,9951.177603,5547.031892,4224.055087,5639.920266,6123.588237,8144.017911,5775.83649,5505.353638,3229.464808,7378.365469,4047.602479,4451.880261,5131.082659,4156.836712,5322.569378,5334.495709
hsa-let-7a-2,11667.53008,10618.39789,7731.024727,8111.916613,10008.79922,7841.828348,8660.77836,9710.772056,15115.50285,12083.63776,22242.87311,17902.54402,6839.364592,16687.13268,10195.23683,8037.41786,10062.15606,8781.139326,17567.6673,6165.371146,10680.85813,13537.59285,19168.49345,11223.88401,19783.5887,20855.14216,7878.103754,10070.37895,6414.949864,8425.765534,15301.68369,23897.05009,12050.22685,19535.29732,13917.04265,10152.28517,13630.76324,15884.04431,9462.932858,9125.101667,12357.3382,7145.653052,12364.16396,11286.29506,34213.10175,18206.49339,9980.184413,18109.61377,22573.32447,8981.937282,11281.93374,19612.04086,15870.91536,14815.67994,20849.39247,17939.37545,32259.47377,25277.36642,13161.67171,12175.29881,24062.96625,2119.506419,13173.80519,11817.07144,14854.02755,18673.60476,18702.78709,19694.33676,14825.43314,23022.23721,13804.45519,9273.438829,17751.74137,8141.202676,16626.42586,15427.80735,13543.3305,25874.69519,15874.10942,16262.54574,12061.86029,13977.43742,12618.01221,19157.38457,8757.621518,25279.48042,12517.04277,12928.20048,9107.388765,9237.659701,9531.959797,11264.41377,14028.17327,9409.423916,13612.6178,14951.07065,10302.50944,11207.25008,13364.71319,15563.32741,14534.11806,9450.926337,11928.33596,10029.11137,14167.35881,13862.29874,17299.89006,15386.30218,11818.1026,12301.99402,21752.33601,11153.2548,17068.27176,9275.336188,21227.10976,13057.09616,15838.37714,11795.06763,15121.51839,10543.09739,17025.66993,29078.96067,15980.07923,31335.05309,9395.055298,31639.64541,22874.48243,27470.14089,12256.91618,17056.57098,5675.451806,6221.540172,12292.8386,24593.20905,14416.62583,9238.301712,20607.23323,13020.37634,12953.42145,13270.05992,17434.38148,16868.611,16526.91267,15308.72762,15139.81288,8277.193794,26937.62072,9654.85453,11050.82044,9297.74153,9627.409098,10733.96343,15655.9739,7457.065902,10992.61501,13534.96202,21677.74201,16735.6901,12771.90378,19214.80224,26382.11139,18490.95365,10860.44875,19048.85444,13422.07101,9378.142549,6299.998656,8746.315127,10707.83163,8659.006107,9541.361704,8561.102003,15695.04959,15875.15563,18914.2531,18660.83494,9584.892565,14264.57129,11430.52206,15877.89508,14976.07392,19833.7172,14095.60925,11399.19888,12666.37738,12830.24912,13155.16137,19178.72728,14910.90123,9320.855983,11249.57618,19624.65349,15883.8853,10524.9043,6066.470481,12623.76711,10317.17014,10838.66665,12871.55997,9972.391635,10999.93087,11522.29312,17331.72265,19614.37037,24531.90583,21868.49897,11110.37666,11271.09278,10091.0169,27571.06288,14781.58886,8930.340497,10142.70324,13012.42802,23795.1483,11985.32795,14880.81581,21640.3655,9838.309867,21302.93543,13927.96249,16638.33705,11683.51526,12444.56786,7305.592254,9718.098113,10426.85917,7111.874626,13223.57099,15032.237,16507.38556,10574.3672,9695.016469,14345.7692,10877.25675,12053.86117,13622.71805,11765.38852,13936.24972,9230.358202,13864.21428,16742.92971,33287.4795,13008.08939,11071.46545,14585.67849,13554.98589,12616.49442,12107.23187,11522.09386,9734.849758,10396.09797,9901.998684,14269.81873,11306.27568,9867.21952,12270.2909,16072.97646,19274.426,16452.42056,13059.02689,15165.89881,8467.036065,12065.89093,10211.21352,24385.09938,21699.6099,9137.41858,13274.40594,8126.543945,12591.26173,22496.41941,15461.91168,11675.38369,16868.51988,19396.30917,15490.83287,18816.01856,17411.65923,14340.8977,12797.47132,7368.403446,16367.33783,14211.60244,10997.25045,23954.79981,11393.15895,4276.944324,8789.170575,11149.56006,8616.090423,9768.603418,17641.95292,8442.991995,10924.98986,9883.683818,24593.84835,11766.43225,9098.80981,12608.98779,6395.185963,7318.236002,13104.44762,13529.89009,13921.92308,11039.26712,10190.01394,6804.428738,29017.79617,10680.97489,12367.26277,12614.88425,10441.61257,10341.88613,19592.01769,7393.001691,11541.67031,28410.59997,10091.10768,28892.15687,10572.44179,10527.60979,13586.4993,9984.865682,12315.23266,16223.80047,6805.040106,13157.3951,14179.23114,13966.11976,9549.401442,14586.17915,14460.07063,9394.407838,13573.4695,16002.40804,15173.02236,6289.870527,13972.0545,9532.396418,10070.89868,18444.00076,10574.46544,14080.81115,10757.65172,17086.18816,19578.88385,11675.09231,17761.78204,11123.91636,17652.6688,10041.96331,13314.15686,9913.665129,11548.35489,6980.958651,17349.41413,5358.253334,11919.39847,13824.29425,7610.805741,13790.27916,9936.937668,26317.1008,7734.399279,16686.88345,9894.723412,12414.96551,9812.169588,16975.74248,12565.45176,19841.22395,11174.27535,8380.945469,11212.01833,12335.05259,16282.01631,11436.77721,10833.49985,6379.716329,14669.39718,8098.918503,8931.19534,10209.39108,8389.022277,10547.79817,10619.61495
hsa-let-7a-3,5913.311862,5498.172459,3852.399735,4126.215855,5005.512379,3954.410924,4345.840549,4951.473175,7519.926886,5991.268712,11185.9611,9038.403738,3509.342135,8396.272253,5088.24309,4115.684483,5104.979083,4423.230261,8765.206276,3138.365312,5374.513095,6864.667048,9757.692581,5712.021525,9984.540386,10462.13903,4070.394909,5019.354732,3301.74439,4115.481666,7850.407264,11991.02748,6213.769149,9745.36571,7166.618752,5139.430346,6848.487474,8014.726059,4817.178726,4690.34272,6256.31317,3633.02877,6138.124062,5679.939623,17125.87682,9095.638615,5041.440952,9149.771723,11265.67943,4542.015923,5757.917688,9910.646963,7909.206929,7434.489496,10439.55166,9007.109399,16133.63327,12795.11731,6684.368057,6149.734396,12041.45715,1056.829944,6580.049756,5994.520633,7490.116058,9350.135854,9434.505596,10130.75718,7414.483607,11579.08096,6953.075799,4625.525017,8904.462665,4065.13108,8323.196643,7818.552578,6812.752125,13085.54393,7915.43385,8219.140528,6085.370594,7119.681331,6388.148022,9684.827381,4417.215989,12669.6298,6247.163841,6526.900139,4623.017989,4566.932886,4806.510271,5635.288179,7119.40427,4821.781798,6761.862129,7488.819535,5175.28004,5690.849499,6788.935002,8026.085742,7342.01622,4673.280545,6019.803561,5181.405025,7138.34017,7014.874003,8829.448064,7648.791697,5972.493502,6152.416223,10895.69339,5706.454986,8535.068613,4649.387724,10695.20435,6546.893949,7992.878122,5873.666511,7584.338723,5303.074275,8614.481401,14594.75818,8016.100473,15794.72561,4682.393437,16056.24278,11431.30969,13856.2576,6099.736309,8591.662363,2882.274437,3202.841692,6076.007841,12414.57338,7231.274334,4662.250438,10380.77939,6494.810484,6458.543234,6741.959413,8641.352946,8517.538551,8264.347433,7725.102895,7645.4374,4212.240672,13587.32902,4909.065147,5534.241173,4698.670783,4860.824615,5405.537366,7958.29126,3715.777475,5565.362672,6856.567178,10898.06954,8399.524169,6345.886092,9450.646369,13276.7916,9396.121557,5544.5167,9641.472739,6727.340914,4728.792502,3174.931114,4375.50746,5327.748095,4378.876776,4869.639149,4319.420043,7878.902663,7968.723208,9504.157218,9378.12158,4912.987028,7278.464677,5725.558796,7974.404586,7583.425963,10085.1273,7317.156273,5841.544864,6326.606496,6352.920259,6637.514936,9661.705087,7529.076498,4695.582561,5665.390759,9923.640062,7994.220286,5316.707133,3078.230472,6357.163754,5191.302153,5477.078497,6481.571914,5098.45725,5458.745764,5761.346685,8793.587145,9791.927776,12352.55021,11007.69775,5652.773755,5688.293922,5050.727992,13833.31009,7523.731396,4400.21261,5019.32574,6609.641546,11923.89304,5982.41677,7518.812304,10870.98537,5017.367145,10762.06368,7020.422786,8486.354299,5816.145246,6351.730945,3644.134739,4910.607622,5258.31846,3530.90471,6586.24758,7555.531145,8377.860273,5311.268543,4929.271819,7341.079575,5598.650107,5988.960518,6763.783883,5946.370386,6986.897666,4615.658242,6964.914623,8559.846437,16648.72977,6487.852664,5585.710888,7233.487709,6821.106154,6359.840761,6101.687558,5762.090787,4868.437196,5233.624214,4984.419471,7197.138341,5634.617607,5002.58798,6150.343994,8051.884111,9660.789237,8201.407875,6669.546545,7533.48967,4290.115192,5986.811811,5245.489753,12182.70358,10901.89735,4595.912027,6679.653188,4038.993298,6307.01337,11308.17943,7698.420003,5822.103412,8519.317716,9780.756738,7797.115208,9329.844345,8747.694033,7241.433822,6525.231981,3702.888661,8258.188824,6990.34428,5483.475508,11973.28686,5774.657094,2223.918256,4413.960608,5630.719228,4395.402106,4904.294401,8911.648285,4243.983067,5492.359106,4958.434296,12339.55772,5877.250016,4629.125419,6358.797182,3364.254636,3724.041023,6626.964006,6755.845705,7004.38851,5652.821693,5025.351218,3416.655842,14559.84897,5445.842354,6214.209883,6361.52036,5241.590873,5292.803586,9888.243121,3688.392432,5694.099054,14265.19015,5074.423646,14503.94583,5395.119914,5246.32761,6833.922664,4951.93302,6312.777609,8198.065711,3434.271186,6681.246147,7085.04284,7028.387655,4859.00052,7435.055183,7291.696694,4676.431373,6752.434213,8063.342412,7596.40844,3235.564402,7002.330629,4689.07619,5110.69145,9235.534921,5287.065671,7039.329154,5589.485534,8681.234637,9778.852132,5839.187212,8980.102963,5633.871119,8868.17463,5053.079439,6661.577718,4986.987557,5871.450248,3568.95432,8768.138295,2729.41976,6011.284268,6956.01343,3871.482183,6975.846193,5027.565866,13331.59446,3865.232743,8427.900299,4960.801728,6152.082621,4961.833454,8595.389866,6297.45221,9962.742976,5580.43306,4199.226428,5765.282586,6187.774246,8241.30107,5800.56325,5499.186326,3229.221075,7398.416586,4083.607719,4419.330479,5178.294211,4248.410318,5400.82701,5323.701784
